timestamp,value,true_variance
0,0.05056170714293955,1.0
1,0.5479093450242903,1.0508957809668105
2,-0.6624269625730371,1.1030464685613148
3,0.2821833434443729,1.1564429301585102
4,-0.26280772895047577,1.211075238756478
5,-1.9675355010314834,1.2669326754882977
6,-2.122560981216116,1.3240037326359027
7,-0.7820464223666971,1.3822761171445617
8,-0.14849209698250737,1.441736754636366
9,-1.5104212298752788,1.5023717939207726
10,-0.2835454266178905,1.5641666119999549
11,-0.31071621583770875,1.6271058195663801
12,0.335284547763095,1.6911732669897426
13,0.6750257481873821,1.7563520507900456
14,-1.0892372785047941,1.822624520593356
15,-0.27992832594992106,1.8899722865663955
16,-1.045240006225994,1.9583762273258873
17,1.4712525579650988,2.027816498318227
18,2.07766714536389,2.0982725406647824
19,1.522324599738997,2.1697230904678095
20,-0.40628460034653213,2.2421461885716925
21,-0.20156984618327012,2.3155191907739177
22,0.1060802149515786,2.3898187784799165
23,-1.8238390340215362,2.465020969795621
24,2.267533763589599,2.5411011310512843
25,2.2252566935220424,2.618033988749895
26,4.336340189130812,2.695793641933168
27,1.181894710167282,2.7743535749579
28,3.5905714676826452,2.8536866706751725
29,0.1823058286402861,2.933765224004639
30,-1.0030761904640784,3.0145609558958886
31,0.2523213096185434,3.096045027668633
32,0.2622079259118958,3.1781880557232
33,-4.074694170127338,3.260960126612602
34,-4.874124023897675,3.3443308124672235
35,-1.8605837243690844,3.428269186762911
36,2.610744811740209,3.5127438404230626
37,3.5627609877579403,3.5977228982450917
38,1.9638543390528933,3.6831740356414158
39,2.9210525015545565,3.769064495684954
40,-0.2011201495964623,3.855361106448868
41,0.871638516384287,3.9420302986301534
42,-2.0945378694045274,4.029038123446459
43,-1.4851670208214725,4.11635027079536
44,-1.3076070735727143,4.203932087665118
45,0.7463206610816094,4.29174859678584
46,-0.11161510217771453,4.379764515509751
47,2.4626038847315903,4.467944274909148
48,1.3038624660976603,4.556252039080526
49,2.715544716358778,4.644651724643096
50,3.6121900266502784,4.733107020419998
51,-1.5136805560417295,4.821581407290122
52,-0.9763763934145204,4.910038178198628
53,-0.6031384400805235,4.998440458313887
54,-2.1785534792864216,5.086751225318692
55,-1.1168553344448746,5.17493332982331
56,-4.120957388668698,5.2629495158880095
57,-1.5981183592186077,5.35076244164255
58,0.07013353686452395,5.438334699990044
59,0.7553404831667391,5.525628839382611
60,6.395999540285219,5.612607384656129
61,5.318351398341521,5.699232857911353
62,3.885133972388183,5.785467799428693
