timestamp,value,intercept,break_segment
0,-0.3117836734875166,0.0,0
1,0.5107553521712425,0.0,0
2,0.5753495345958717,0.0,0
3,-0.49634712233002887,0.0,0
4,-2.8342236372588854,0.0,0
5,-1.0707050248453314,0.0,0
6,0.3775702085801005,0.0,0
7,-1.2497940826241454,0.0,0
8,0.7644352251007893,0.0,0
9,0.10521105456420449,0.0,0
10,2.704928295458762,0.0,0
11,2.4952720567769955,0.0,0
12,1.4108088248016517,0.0,0
13,2.225304020586803,0.0,0
14,1.6688409811782585,0.0,0
15,1.2973399347282966,0.0,0
16,0.9842655665251449,0.0,0
17,0.5338577380089894,0.0,0
18,1.007925759774217,0.0,0
19,1.5162030352680216,0.0,0
20,1.416150733659949,0.0,0
21,2.8038958273719903,0.0,0
22,0.6062512748816831,0.0,0
23,-0.03925607347415583,0.0,0
24,0.797174593212154,0.0,0
25,-0.6184092651686012,0.0,0
26,1.1316031739647539,0.0,0
27,1.5048273163106125,0.0,0
28,0.8723725235551673,0.0,0
29,1.1448602920756068,0.0,0
30,0.2147892446346623,0.0,0
31,-1.3315007975442685,0.0,0
32,-0.07480293984367503,0.0,0
33,0.8907369294826308,0.0,0
34,0.737957284906806,0.0,0
35,0.4946134158411968,0.0,0
36,-1.7809151554191234,0.0,0
37,-2.0810480769983295,0.0,0
38,-1.92224196384781,0.0,0
39,-1.1118587839275276,0.0,0
40,0.6067340772123708,0.0,0
41,-0.09491323262546891,0.0,0
42,-0.8465914014607235,0.0,0
43,0.36299560953096754,0.0,0
44,0.1273605486486304,0.0,0
45,-1.279460439269431,0.0,0
46,0.32285833844744183,0.0,0
47,-0.6315006013667863,0.0,0
48,-1.0035212974069214,0.0,0
49,-1.7359848075808078,0.0,0
50,-0.8564184095596836,0.0,0
51,0.47418845531039533,0.0,0
52,-0.043572805716340035,0.0,0
53,0.3658666090588592,0.0,0
54,-0.2153396505116854,0.0,0
55,2.185870056817071,0.0,0
56,3.032894570909622,0.0,0
57,1.5275664806572458,0.0,0
58,1.597637592962765,0.0,0
59,2.0581711126560025,0.0,0
60,1.867005165586496,0.0,0
61,0.5487465857624494,0.0,0
62,0.2217556335333553,0.0,0
63,0.8820389043648781,0.0,0
64,1.0615102019650373,0.0,0
65,-0.11376549780491263,0.0,0
66,0.3672925760261334,0.0,0
67,-0.7575431835999706,0.0,0
68,-2.6626036253259495,0.0,0
69,-1.6899594697479048,0.0,0
70,-0.23177037368909448,0.0,0
71,0.27965812554879416,0.0,0
72,1.6647780812045858,0.0,0
73,2.914861007773622,0.0,0
74,2.3939333271003114,0.0,0
75,1.0324160364096828,0.0,0
76,0.6754541715643966,0.0,0
77,-0.9762218663851701,0.0,0
78,-0.7195450722641789,0.0,0
79,-0.5945285364255544,0.0,0
80,-0.23987963556284603,0.0,0
81,0.9267046695948334,0.0,0
82,-1.4777813209086184,0.0,0
83,-0.2829980922547014,0.0,0
84,-0.7387057083881198,0.0,0
85,0.2761283599075022,0.0,0
86,0.3669431998046776,0.0,0
87,-0.7785740461012877,0.0,0
88,0.329266557808097,0.0,0
89,-0.5090854866463945,0.0,0
90,0.16658551262305743,0.0,0
91,-0.4752666223005192,0.0,0
