timestamp,value,true_variance
0,1.7886284734303186,1.0
1,1.755424705852278,1.3298787723948506
2,1.3316211543041552,1.135418513968509
3,-0.8871817683777476,0.9531497974105793
4,-0.9386760060691304,1.3113492688274073
5,-1.0289186751328248,1.0986470626118507
6,-0.8006653092509748,0.944725655091478
7,-1.12459715001516,0.8095144017409698
8,-0.8252887180903343,0.7548724424518232
9,-0.9672627949559653,0.6663717387180271
10,-1.713741092953205,0.6225424339854592
11,-0.4447784506316129,0.7281055282825845
12,0.4424508581056726,0.7315467312565306
13,1.7742633097856306,0.7338912586751771
14,1.2913164082631425,0.9721534428460145
15,0.5353582939375539,0.8294801304209909
16,-0.09517289677061747,0.7424859217733714
17,-1.351211031521714,0.6899886842595179
18,-0.03218409217643614,0.8650172348672428
19,-1.0518828960811009,0.8739801104376588
20,-1.8695227831055692,0.9144205411708255
21,-1.5120866913658566,0.9784383586798695
22,0.3036457818938172,0.8400357688240174
23,0.4502518313031002,1.0083269302645357
24,-0.6368450239495336,0.8647203757938391
25,-1.116343319495097,0.8844919668675729
26,-0.2115354762736713,0.8308149331724328
27,-0.28909200583599576,0.7718299301381932
28,-0.8372274178033401,0.681855324042278
29,-0.7746071052211652,0.6718491499598009
30,0.03931013271092465,0.6092194097807072
31,1.5679230418111523,0.6076420193259023
32,-0.09035328035137047,0.9116590876116442
33,-0.6882249481246254,0.9954100668147714
34,-1.2464542531825957,0.9051471099132442
35,-3.124442112581712,0.8665745094146093
36,-3.3225115940177785,1.5106052287693652
37,-3.5485609887369343,1.4263246160607228
38,-1.1569223866364258,1.3940304919503999
39,-0.9664679346811952,1.4096902083155893
40,-2.425573168643418,1.1609472362754423
41,-0.9247022021539748,1.4295845113768275
42,-1.0475001591911246,1.261863891260099
43,-2.5367255618782054,1.070422959095276
44,-2.479323480275545,1.3906957743748118
45,-2.3849258628636862,1.2172830649132378
46,-2.5760226472076915,1.0762202409889838
47,-1.7730530841952734,1.0304467910993274
48,-3.3417506518008304,0.8729715622182013
49,-2.6579200359445743,1.4166152286240825
50,-0.7610199340114332,1.1776963567360554
51,0.3876028013432037,1.1646152516048502
52,1.4338676294567376,1.1005088781754446
53,2.192639617507367,1.1281085233395531
54,3.135678721672442,1.1581153863584528
55,0.8941911698266276,1.3529855182706485
56,1.615430563524249,1.3685449656703719
57,-0.9690162369479816,1.2732742954024177
58,-1.4681462682724042,1.7163408343319804
59,-3.3574123195420134,1.4808315017084572
60,-0.858738472685425,2.0247558811964614
61,1.2624114303584406,1.9522304438323428
62,0.598624791538646,2.085083525845148
63,2.716501474808796,1.6760017994135796
64,0.9124933489584965,2.1487525574676374
65,0.8440654509648158,1.8582996832668872
66,0.7781682912083316,1.5000482143820826
67,-0.6356755902115775,1.2302996172625316
68,0.041073644509305174,1.2317239976570544
69,2.024326089836944,1.0592291866743835
70,0.16519800390652462,1.4917695509202296
71,1.2000367995578638,1.4538890127846127
72,0.6593911471321441,1.366804676979502
73,2.342711629597483,1.1299978372227428
74,2.2281140103775896,1.4783003063196745
75,2.318919041655329,1.260624916137622
76,2.307520494132032,1.1319353193590151
77,1.8667292845037768,1.0191867752948462
78,0.0019326851091963082,0.8738752737737565
79,1.4004920555395552,1.010773226933317
80,-0.4906321582032954,1.1517184852572004
81,-0.07265965846153727,1.288354686316893
82,0.5864971634114335,1.0772645177010662
83,-0.41422429805991634,0.9688823480401261
84,-0.15016098339137965,0.9286991661371979
85,0.9391176433181301,0.7994558139042768
86,0.6349878263905108,0.8631544082720752
87,-0.32379437854111076,0.7474410334093787
88,-2.7502776192948177,0.7491202487703025
89,-3.161053010657607,1.6171400489890027
90,-2.946712456984525,1.5419570372252522
91,-2.6598870663946927,1.337275749975315
92,-2.894285993487498,1.1564519006617868
93,-1.6254260809858676,1.12720556403991
94,-1.703666661181089,0.9694731162056893
95,-1.2949597673741184,0.8751358948344423
96,-0.3152798192562515,0.7579245733046587
97,-0.9469966041699919,0.7208696302837938
98,-0.9175918506479288,0.7197791354231038
99,1.0970586471700374,0.6495647240130936
100,1.6599637167137373,1.0409862780394759
101,-0.13162371325212474,1.000095373411358
102,-0.17581068569620423,1.101081020125416
103,0.4203831561706201,0.9268609680047881
104,1.4243905861627406,0.8394465150946654
105,1.1400663090844914,0.9211613743172938
106,0.3252807319022021,0.7939380761027921
107,-0.39602937175272745,0.7289796659371002
