timestamp,value,fracdiff_param
0,0.11747566102663819,0.3
1,-1.9426995864323917,0.3
2,-0.3630071428194229,0.3
3,0.9399173849597038,0.3
4,-0.07961115183531783,0.3
5,-0.2781222911431773,0.3
6,-0.09771254333628622,0.3
7,1.0383510396413504,0.3
8,0.5548725869006174,0.3
9,-1.0151596971786325,0.3
10,0.4618454996422527,0.3
11,-0.50490429758649,0.3
12,2.5481344579316336,0.3
13,-1.4030522720936116,0.3
14,-0.30578415260475916,0.3
15,-0.29153047002040217,0.3
16,-0.3301826749108196,0.3
17,0.30686967116274894,0.3
18,0.29429857085718514,0.3
19,-1.6779310433027999,0.3
20,-0.0986610547915143,0.3
21,-0.9807036336304062,0.3
22,1.7896518151843452,0.3
23,2.3342817490421583,0.3
24,0.6661607805042687,0.3
25,-0.2904867830050426,0.3
26,0.6633846730623836,0.3
27,-0.32396169974258343,0.3
28,1.3803117548678647,0.3
29,0.007613961965281963,0.3
30,-0.7195217509934713,0.3
31,-1.316994311608446,0.3
32,-0.45308874483941564,0.3
33,0.5046531425116662,0.3
34,-1.2830089338930997,0.3
35,0.11503809238881406,0.3
36,1.5063170129170782,0.3
37,-0.30397554316917663,0.3
38,1.8723650402538694,0.3
39,0.7897977473268909,0.3
40,-0.9733074021093757,0.3
41,-1.5767709523111835,0.3
42,0.19609131243487093,0.3
43,-0.44786368370076074,0.3
44,0.5088199242348225,0.3
45,1.5269798997846566,0.3
46,-1.6459350096297916,0.3
47,-0.25197602879178466,0.3
48,0.4434261848812378,0.3
49,1.0528327844614127,0.3
50,0.13210403974097978,0.3
51,0.11159436238285235,0.3
52,1.0722640244295707,0.3
53,-0.0538523850389622,0.3
54,-0.6278509869270859,0.3
55,-0.08287354439626476,0.3
56,-0.8483329901764072,0.3
57,0.6510357105818765,0.3
58,0.7638398881933499,0.3
59,-3.353562058157817,0.3
60,1.9426892718395967,0.3
61,-0.224922318917624,0.3
62,0.4367373239064512,0.3
63,0.5019081471118512,0.3
64,-2.5642316823925144,0.3
65,-0.6263840969128968,0.3
66,0.18695312885457044,0.3
67,-0.4909983371503825,0.3
68,0.6586615596061914,0.3
69,-0.4223691324961688,0.3
70,-1.4753797296573272,0.3
71,1.2407236352206021,0.3
72,1.1734109464970741,0.3
73,0.32900486784657057,0.3
74,-0.9209573867574088,0.3
75,-0.10999067437879552,0.3
76,0.6743700814503445,0.3
77,0.4953033754966768,0.3
78,0.8057778623592348,0.3
79,-0.6642152451085708,0.3
80,-1.4735636274338362,0.3
81,-0.3034485088646948,0.3
82,0.849017005415094,0.3
83,0.7107223213941849,0.3
84,2.020237489351008,0.3
85,-0.6096671611877066,0.3
86,-0.05264159224988464,0.3
87,-0.41223480646895716,0.3
88,-0.4858731695049832,0.3
89,0.828442079129068,0.3
90,0.10052648151621463,0.3
91,-0.42162808814027053,0.3
92,-1.1273477825800235,0.3
93,0.14565276806368752,0.3
94,-0.28835330447273355,0.3
95,1.4085485129026951,0.3
96,0.6263851845739341,0.3
97,-1.4098111743816975,0.3
98,1.3156249709041612,0.3
99,-0.9125298775159356,0.3
100,0.1725943442242354,0.3
101,1.1382511355831963,0.3
102,-1.4290273545160286,0.3
103,0.3057032680800736,0.3
104,-1.173842627366088,0.3
105,-1.634466248576802,0.3
106,1.6578729264535814,0.3
107,-0.023712751569764826,0.3
108,-0.7981508603222753,0.3
109,-1.3132645382200356,0.3
110,0.18195052836275583,0.3
111,1.693789262900732,0.3
112,0.1824118532348479,0.3
113,-0.5128861985904457,0.3
114,-0.592936398686355,0.3
115,0.3380920618553906,0.3
116,-1.48663884802521,0.3
117,1.8557999704214054,0.3
118,0.29826092448357316,0.3
119,1.0222539357113478,0.3
120,-0.9698109723225492,0.3
121,0.8787736032363034,0.3
122,0.4115559255591464,0.3
123,-1.8452501480819037,0.3
124,0.4745344886590579,0.3
125,0.34809011122479755,0.3
126,-0.6522450418667366,0.3
127,-0.2121912994376815,0.3
128,0.5914402790772515,0.3
129,-0.10541265413869762,0.3
130,-1.0012037040389843,0.3
131,0.8966160250639414,0.3
132,0.15948811489835016,0.3
133,0.1820574415654781,0.3
134,0.004728720952650669,0.3
135,0.3886955420784527,0.3
136,-0.4464283101826445,0.3
137,-0.839054821529171,0.3
138,-0.4883266439842783,0.3
139,1.4127869412699137,0.3
140,-2.2253219465321834,0.3
141,1.103686745780725,0.3
142,-1.406936538223652,0.3
143,-1.1186757844754835,0.3
144,-0.3255768895803151,0.3
145,0.33810862931469915,0.3
146,1.0989011707828729,0.3
147,-1.6963485604383315,0.3
148,2.2674013698752598,0.3
149,0.9226232712853856,0.3
150,-0.4820378395141806,0.3
151,-0.337943349378684,0.3
152,-0.8789288127384864,0.3
153,0.9092995088680438,0.3
154,0.02227341747254555,0.3
155,1.4144020055402002,0.3
156,-1.0874345999515853,0.3
157,0.6316433406188406,0.3
158,-0.18588774975610733,0.3
159,-0.8851361306125597,0.3
160,2.137315944582021,0.3
161,-0.2114817813137215,0.3
162,0.3836074551864353,0.3
163,-1.3626931774298265,0.3
164,-0.5336021142756993,0.3
165,0.3304836596259467,0.3
166,-0.5284848122962645,0.3
167,0.8103924292039322,0.3
168,0.34068049400895567,0.3
169,-0.9270459386935244,0.3
170,0.38011062677867896,0.3
171,0.004535222098582832,0.3
172,-0.152452572157809,0.3
173,-1.0882061420890905,0.3
174,-0.46397079521047335,0.3
175,0.5999698864906724,0.3
176,1.1215338869509968,0.3
177,-1.1880116793935713,0.3
178,1.468613298359947,0.3
179,-0.08747243644866555,0.3
180,-1.3917453431309788,0.3
181,0.6583822206658122,0.3
182,0.8998601451847881,0.3
183,0.02909865671375097,0.3
184,2.174382343514511,0.3
185,-0.44356267143041284,0.3
186,0.5265402896976779,0.3
187,-0.44486324620695,0.3
188,0.7604337922420249,0.3
189,-2.8316070562923397,0.3
190,-0.34486671230251886,0.3
191,0.006435943024933597,0.3
192,0.7417446922262447,0.3
193,0.13996881930343058,0.3
194,1.0349012500606725,0.3
195,0.020685553400868167,0.3
196,-0.01709836326288956,0.3
197,-0.31148674405073273,0.3
198,0.11994092003803644,0.3
199,0.7356685560160718,0.3
200,0.4529090689710202,0.3
201,0.5268838303600033,0.3
202,-0.6639932225466867,0.3
203,-0.8197305773528707,0.3
204,-0.36780560108142657,0.3
205,0.48014902395277886,0.3
206,1.5297031662672709,0.3
207,-0.2816549257272444,0.3
208,0.2135892278821692,0.3
209,-1.9528544207430905,0.3
210,3.022194405539832,0.3
211,-1.8422451263019537,0.3
212,1.881500201981238,0.3
213,-1.1480833269369644,0.3
214,0.8813496239840682,0.3
215,0.4296015560177173,0.3
216,-0.36562076684377287,0.3
217,-0.39993990044494565,0.3
218,-1.0464029211996846,0.3
219,0.12719928478943784,0.3
220,1.1284103421088776,0.3
221,0.027871995403219097,0.3
222,-1.1357935120448366,0.3
223,1.2888747702921313,0.3
224,-1.5549672622613733,0.3
225,0.4245578540723294,0.3
226,-0.9269352730324607,0.3
227,-0.5436510111813044,0.3
228,1.3789491075234017,0.3
229,-0.6807239374452774,0.3
230,-1.4362928123187624,0.3
231,-0.06963131710751784,0.3
232,1.0790359242141152,0.3
233,-0.8132557411399866,0.3
234,1.4406201450573044,0.3
235,0.7341828512980125,0.3
236,-0.30157936663857954,0.3
237,1.0114027987588112,0.3
238,1.4216143215838688,0.3
239,-2.7255712345095358,0.3
240,1.4403102048091991,0.3
241,0.2758188836092242,0.3
242,-0.6508539420205325,0.3
243,0.5967045706519944,0.3
244,0.11589507227997545,0.3
245,-0.8362425690178985,0.3
246,1.5181770356053526,0.3
247,-0.3514330402895544,0.3
248,0.9398704424944576,0.3
249,-0.7530724428421389,0.3
250,-1.799221294098448,0.3
251,0.5992498703282907,0.3
252,-0.24781727189130742,0.3
253,-1.2118020671135783,0.3
254,-1.318431670334834,0.3
255,1.2389070792990207,0.3
256,1.3143111605371878,0.3
257,1.0781415112648196,0.3
258,0.024894287989394054,0.3
259,-0.3495723750155034,0.3
260,0.01841336050040494,0.3
261,-0.12417151804627372,0.3
262,0.678106444324511,0.3
263,-0.8147697302454093,0.3
264,-1.2642267871357036,0.3
265,0.1070239081511935,0.3
266,0.3431712843354444,0.3
267,-0.264218052174682,0.3
268,0.10194547337773939,0.3
269,2.2142855169821027,0.3
270,0.2273867267425287,0.3
271,-1.8858910257569592,0.3
272,0.8396402808717761,0.3
273,-2.37718543646235,0.3
274,1.1739554931768403,0.3
275,0.44770654021279754,0.3
276,-0.11153053796302732,0.3
277,-1.0284348253827773,0.3
278,-0.728994795453842,0.3
279,0.7806392986858149,0.3
280,-0.6031312676993504,0.3
281,1.051799237933152,0.3
282,-0.7881901132152568,0.3
283,-0.21263747812238262,0.3
284,0.9196396061203492,0.3
285,-0.19464964946770172,0.3
286,-0.19491869083781194,0.3
287,0.30602385177514,0.3
288,0.304466995247844,0.3
289,-0.22158395210286586,0.3
290,0.19627969392228425,0.3
291,-0.20921134979978942,0.3
292,0.40273893440809283,0.3
293,0.14659397921100578,0.3
294,0.35885980131860185,0.3
295,0.584217345246873,0.3
296,-1.3711393791152005,0.3
297,-1.198483065331912,0.3
298,0.15194433463219678,0.3
299,0.04102979902065305,0.3
300,0.6075346568572076,0.3
301,-1.2858429442260881,0.3
302,0.555574348409027,0.3
303,0.509167594804908,0.3
304,-1.709826915143731,0.3
305,0.9199261159083411,0.3
306,1.4442234185711171,0.3
307,-0.23606291111774766,0.3
308,-1.028815048167545,0.3
309,-0.3693012325794718,0.3
310,0.15931824591794716,0.3
311,-0.40679278364193383,0.3
312,-2.9835016108762415,0.3
313,2.522778448958521,0.3
314,-0.5045080273191228,0.3
315,0.046486698459928325,0.3
316,1.1074462042580058,0.3
317,0.072347735297953,0.3
318,-0.569668794446315,0.3
319,0.04405429099984663,0.3
320,0.6230262056476278,0.3
321,0.4436178389156128,0.3
322,-0.37176485753257954,0.3
323,0.7979073178984518,0.3
324,0.5428845803443049,0.3
325,-0.8061321559045376,0.3
326,-0.9863393363106938,0.3
327,0.6061001217165254,0.3
328,0.5660612829254198,0.3
329,-0.6243680766204474,0.3
330,-0.3511337878372574,0.3
331,0.6866753367034569,0.3
332,0.05133610103208597,0.3
333,1.2868547224575984,0.3
334,0.08156954138296735,0.3
335,2.0734758970738034,0.3
336,-0.3289757434317825,0.3
337,-1.3948587829476184,0.3
338,-0.18902201184543535,0.3
339,-0.11780295191353998,0.3
340,-1.7076942753155593,0.3
341,1.1368460622631096,0.3
342,-0.00873207717849149,0.3
343,-0.05100930396731787,0.3
344,-0.5600323664453065,0.3
345,-0.9497658144162825,0.3
346,0.1635493971827674,0.3
347,-0.6703951454193331,0.3
348,0.375993431519449,0.3
349,-0.7518086507467485,0.3
350,-1.0470115233609651,0.3
351,0.683837072407391,0.3
352,0.4207104621271164,0.3
353,0.6371007509779438,0.3
354,-0.015960470658208714,0.3
355,1.467322664217769,0.3
356,-1.0499933644676656,0.3
357,1.1764429627182658,0.3
358,-1.3161693388036746,0.3
359,-0.494063388924788,0.3
360,-0.1582300184597862,0.3
361,-0.02952477349585221,0.3
362,1.7025069434963773,0.3
363,-1.0165663160373142,0.3
364,-1.1720480628671233,0.3
365,1.1608217112624255,0.3
366,-0.10067367466490275,0.3
367,-1.5404662222565184,0.3
368,0.8345357978834858,0.3
369,1.023566283176326,0.3
370,-0.5912784123246386,0.3
371,1.6371399910786335,0.3
372,1.1112072331632081,0.3
373,-1.29312986540384,0.3
374,0.8401027737621604,0.3
375,-2.4178423443571204,0.3
376,0.6611727515131481,0.3
377,-0.6769545800901723,0.3
378,1.2381996834968947,0.3
379,-1.0598175338186797,0.3
380,1.2501717044376919,0.3
381,-1.0342099391626025,0.3
382,-0.2503978466866482,0.3
383,-0.5724078510544769,0.3
384,0.5231043526527247,0.3
385,-1.3128195108260114,0.3
386,1.1143722741314979,0.3
387,-0.6795183299726254,0.3
388,2.493394760989586,0.3
389,-0.8018634884356375,0.3
390,-0.8444523451484514,0.3
391,0.6645876381394616,0.3
392,-0.9200517539126326,0.3
393,0.8245421157060232,0.3
394,-0.5440076866429846,0.3
395,0.6104570455054149,0.3
396,-0.04196061022494896,0.3
397,0.508659193116446,0.3
398,-0.8580038942122664,0.3
399,-0.5146259634548062,0.3
400,1.6768177185752648,0.3
401,1.0400473469223572,0.3
402,0.40890585416526043,0.3
403,-1.0421784696011414,0.3
404,1.2384993447790091,0.3
405,-0.7809668645198021,0.3
406,-0.23850242544793568,0.3
407,1.0152273307777435,0.3
408,-0.48276808075628497,0.3
409,-0.16455090353913168,0.3
410,-0.40310944351066996,0.3
411,-0.6366069365302546,0.3
412,-0.5287219063685358,0.3
413,-0.10144973840666577,0.3
414,0.34271482560646715,0.3
415,-0.27127454022084696,0.3
416,-1.059167888050597,0.3
417,0.25539500433227746,0.3
418,-0.02622573527579326,0.3
419,0.24371167926828244,0.3
420,0.5254194370272534,0.3
421,0.21645439089190424,0.3
422,-0.9183147724500282,0.3
423,-0.6016351352145594,0.3
424,-0.1623430645278995,0.3
425,-0.4675570134714755,0.3
426,-1.2268192493257588,0.3
427,0.17689331204604494,0.3
428,-1.0115967112371722,0.3
429,-0.6070933607942289,0.3
430,-0.5533765235844719,0.3
431,-0.34255711373318126,0.3
432,-0.456043043659451,0.3
433,-0.21163572725010732,0.3
434,0.3857740111354703,0.3
435,1.2543481029273282,0.3
436,-1.3017699366839366,0.3
437,1.6013176276945933,0.3
438,0.4823527128461393,0.3
439,0.46720905120938244,0.3
440,-0.3683396647674538,0.3
441,0.27763737603553656,0.3
442,0.5691975547424848,0.3
443,0.4998501558633199,0.3
444,-0.5397460368390435,0.3
445,0.7878992452491422,0.3
446,1.0048412791447996,0.3
447,0.5560048059107796,0.3
448,0.26816298251165593,0.3
449,-0.9930342514985909,0.3
450,0.010169175822103027,0.3
451,0.10128211790150704,0.3
452,-0.5444901052179965,0.3
453,0.31348842156172674,0.3
454,0.12197124966622781,0.3
455,-0.1165245642550074,0.3
456,-0.16207872885096414,0.3
457,-0.00030131907409722215,0.3
458,0.052934840113101275,0.3
459,-0.36875855325206064,0.3
460,-0.31256545694247556,0.3
